Student_ID,Government,Literature,Economics,CRK/Islam,Average_Score,Grade
77617d80-549f-434c-8171-f5a74148bd11,55,91,72,55,68.25,B
8cd74c27-929a-4586-8a37-6c367d94bf10,53,55,88,69,66.25,B
cbd431cc-ea7a-4c21-a1a1-a29c5228ed8d,93,50,60,57,65.0,B
4be318a8-0b39-4ccf-bc9f-3bc37210045a,57,91,69,56,68.25,B
f8bca9ac-2ada-42ce-9890-99c9f2be029f,70,59,70,60,64.75,B
12767d13-f093-4776-9116-d014a5850828,87,78,57,50,68.0,B
e9366a85-3a46-4be3-9255-a4de9330ba83,86,84,86,63,79.75,A
63b664f4-0452-4779-90ff-de646edaba8c,58,72,76,100,76.5,A
bef6a59a-c186-4221-9030-56b79e4c24dd,93,68,73,65,74.75,A
61a451ff-700b-4b43-ad3b-9d13c3e90323,62,66,52,53,58.25,C
4c4d6e40-24e2-426c-a250-d133f5cb5be4,88,75,73,73,77.25,A
929daf9f-0149-42af-8ab1-a5041f8c56e0,90,52,74,75,72.75,A
54e14f3a-bba4-4ae0-adf8-f7672261ddef,69,69,53,87,69.5,B
1bdc74a9-8d3a-4d76-bcaa-281b4e336644,73,91,75,67,76.5,A
e4610160-134d-495a-ba38-8c8f139309d1,72,58,52,61,60.75,B
c4ea4ece-67b6-4467-9432-d79794f6c67a,87,51,76,68,70.5,A
8a284792-ffac-4645-a4dc-43068b20ce3e,71,85,65,68,72.25,A
0a58f43c-5bda-4655-b06d-ca247bc6e121,55,67,57,55,58.5,C
a2317211-8578-41c6-b7eb-c69ab4280f0d,84,76,79,51,72.5,A
4067f790-8444-4504-93ed-280ad5e14d1f,58,62,52,51,55.75,C
585409d9-de22-4c3f-9136-6db15a578607,71,65,60,61,64.25,B
9a1e0036-5cba-4496-a848-92402fd90ce1,57,79,66,72,68.5,B
1d03c3d5-b862-4cc3-9489-9c37cfa9026b,57,69,87,61,68.5,B
e40b50e4-0a08-4989-833c-8f55a1298fa2,87,81,67,62,74.25,A
7b4e9ecd-de07-47b1-b8ae-8d5dfe268e77,53,92,51,80,69.0,B
ec1f41ce-57b9-4dfb-af82-e70cb9644e4f,54,52,51,82,59.75,C
9b02c535-2649-4478-9396-6f0a6b77af9e,55,59,58,55,56.75,C
6bb1f2bc-85a4-40cb-ae76-936aa6340d1a,78,74,68,76,74.0,A
e8fb5a96-3b85-46e1-840f-54057a25ed81,82,76,75,78,77.75,A
6001f54d-01d7-4831-850f-1cdc1e2a03f1,58,84,89,96,81.75,A
9ca4364d-5d9a-49f1-908e-3a956c6e8796,79,89,62,56,71.5,A
3ad24ac8-bf70-4042-9e7c-6795a8c6c2df,57,80,73,91,75.25,A
639c4c6c-2926-405d-8d53-551ab4f02f6f,74,62,68,72,69.0,B
5c17ebb5-093b-4d72-ac8c-dcaf2b633b18,66,56,70,96,72.0,A
66414954-c798-4445-86a3-cc71ff2f6883,66,69,57,74,66.5,B
953b0f1f-ea3e-472a-8f22-1604d46b7756,54,75,98,70,74.25,A
8f026c2c-1b41-4999-8198-d1f56839f98f,95,69,75,73,78.0,A
61f6dfbe-114b-4c79-8200-79f51dc3c26e,69,83,96,59,76.75,A
2db13deb-ee6f-4bea-8df7-164713769ff9,71,54,57,66,62.0,B
7e1f48c4-a9d6-490d-b4ad-fa22ad0205f5,71,70,88,96,81.25,A
5f06bc76-7b77-4e71-9917-38f80ad1c18c,80,75,87,92,83.5,A
4654e77d-de67-4278-9313-b3a7e5a1c6e4,59,74,69,70,68.0,B
20d4ba18-93a0-4478-800b-19de38db128d,55,73,95,79,75.5,A
84a91789-b2c0-47e8-9ed0-72e9f9fc6034,82,92,79,63,79.0,A
19ca9c1b-94bc-447a-a122-318935f3de4a,93,92,69,96,87.5,A
cdd8af09-451b-4267-b887-5caf1991103f,79,50,95,83,76.75,A
bd1116ee-f58a-47c7-8ccf-4130255603d4,93,82,79,96,87.5,A
e4ad5e9b-fedd-42d9-a26c-bc6a7fe5a4b6,65,94,88,78,81.25,A
3728ddc2-0f5e-4b47-a9d0-c613b0c77002,56,66,87,89,74.5,A
42803aa0-55ac-4d06-be9d-a9517329af6e,76,80,64,61,70.25,A
696929b2-0513-4da8-9819-93cc41f9994a,72,74,71,71,72.0,A
9cc05b67-a19b-424a-abfc-2a47565f1491,81,58,65,86,72.5,A
e33fc52c-4570-43e4-a53c-8f74a5076897,88,70,50,71,69.75,B
73461e07-f72c-46c8-855c-0a9796405fcd,75,100,73,62,77.5,A
74e0079a-98fb-4727-9740-b2122d5245f4,73,74,62,94,75.75,A
88a613b4-a3b8-4f92-a3c9-0c6a86017633,66,67,62,89,71.0,A
98d53cf5-4afc-49e8-8c47-6b726e310234,63,72,52,69,64.0,B
44d18524-cf0e-4567-882d-7fc1be3074f8,66,58,86,73,70.75,A
3799a376-7e5b-4ac9-83c5-01fe269334ef,90,75,66,56,71.75,A
b26a51a5-76b4-4672-9f13-e10bff7a884d,74,82,85,77,79.5,A
4439940d-0e58-4770-a566-0316f39ef1be,60,63,92,68,70.75,A
62821d61-3fbb-4f57-b6f5-6f1cc4a531cd,93,57,98,92,85.0,A
0d559b64-e334-4bac-9c44-ebd132df8d45,81,66,64,76,71.75,A
f80590f0-0249-4a09-be3b-1a40ca0553a2,89,98,52,83,80.5,A
f83b1806-ee4c-4b18-96a2-d49d9e5f8273,57,81,84,99,80.25,A
1b7e0502-ca9d-4831-894e-7397b38a3db1,72,75,98,69,78.5,A
58e9d0aa-c1b6-4dd4-a507-84cbc9df301e,67,84,67,67,71.25,A
b972393a-5bb0-4d76-a0b5-7717b072afc8,86,85,51,83,76.25,A
87f89f62-11a1-4557-a90c-44148df50b01,84,65,57,53,64.75,B
c6a28e4e-002f-4ca4-b43e-85315dfb1922,100,88,95,89,93.0,A
5d340833-db59-4a19-9ea6-ed4a04cad30a,60,82,80,94,79.0,A
310dc9d1-7c41-4a2a-9b67-f7bb33bb7382,92,96,86,91,91.25,A
d2705470-6a7b-48b1-a3f3-42a8f030bfd4,84,55,92,58,72.25,A
bbfb1b71-0a68-4eb8-876d-e8c5440c7e5b,51,63,52,64,57.5,C
19e9e3a4-18dc-4eb6-84fc-fcb0f5e90352,64,66,55,72,64.25,B
c42b266b-1b02-4a24-bf00-f56c6a4989a6,97,59,54,100,77.5,A
698f546d-5f29-4290-9848-5a54531c8812,59,70,82,69,70.0,A
8bae295e-902a-405c-bd9f-fe599bc0fa93,79,80,53,100,78.0,A
042c65ad-9883-49b1-88d3-d2cefba3091f,94,61,56,58,67.25,B
b2a0f778-809d-4444-93ab-3cce264ae04f,96,75,58,52,70.25,A
c0ba22a4-7213-47cc-b896-17fa6493f5ef,72,86,100,97,88.75,A
25e42403-64f2-402e-894f-6ed34a2f3876,64,54,83,64,66.25,B
4336ffe5-6631-46a7-8c53-b74c0c9fa6e6,84,72,83,71,77.5,A
7b1dbca3-2286-43f8-8314-96ea2160446e,100,89,50,88,81.75,A
ff408dcc-9db1-47f9-8fa8-ae3432339053,66,55,75,67,65.75,B
ec993c80-0b7d-4856-b0c2-360025545c1a,83,99,99,70,87.75,A
789fed96-7337-4c2f-8e1c-37621c7cb6ed,54,72,75,86,71.75,A
c017466e-85f4-40a2-8be2-7516342c5348,77,76,64,96,78.25,A
ab132032-b2e1-4f66-b1f0-2ea8242f5829,73,93,50,61,69.25,B
f1f71605-a79e-4626-b707-ac0e0d96feb3,52,65,78,96,72.75,A
5c375254-a8fc-4690-a9b1-c4a1da221b85,90,80,89,93,88.0,A
fad3b44c-3b2d-4dc9-a2f3-2faea63fcf12,54,93,50,98,73.75,A
98dbf732-dde4-4194-bc12-d19850c1b8f7,58,72,75,72,69.25,B
fef97d57-3c77-4a4a-8d65-4036a00f230b,65,95,60,57,69.25,B
631d9c8b-e0f0-4e79-81f7-4651a033edad,69,83,64,70,71.5,A
39bfc9b6-47ba-48aa-b2f9-4b2c8e10814f,93,96,98,94,95.25,A
854dc3bf-61d8-4365-bada-0c941679bbe0,92,70,83,84,82.25,A
92a97acd-3d88-4938-aad6-5b8c3a38b844,69,93,68,67,74.25,A
21bbd183-8acf-44d6-b2fc-c072544c0132,59,88,63,72,70.5,A
e8b45c6a-fee5-43b3-ae18-b184229fe85b,60,82,99,57,74.5,A
2540fbfe-e12f-46cd-96ea-f269514e1353,76,64,84,72,74.0,A
26e6a84a-4617-4161-bd03-d33beee9795e,100,66,98,64,82.0,A
