Student_ID,Biology,Physics,Chemistry,Intro. Tech,Average_Score,Grade
540e7d01-735d-48f3-bc61-66df515a6b43,71,54,61,98,71.0,A
cec56969-5d4f-4107-911d-dc7990c80420,100,54,59,78,72.75,A
b652ae99-38b5-489a-8921-057c3f05557c,71,65,92,52,70.0,A
e42c0aea-23d7-463d-9391-d017dbd4a86d,53,61,69,57,60.0,B
96f01335-c5ab-48da-a435-4021392a9fc4,91,56,83,85,78.75,A
5d264b1b-6593-4659-972e-8c6882aa5c46,59,77,64,71,67.75,B
af2537f5-9d31-462a-bb5a-bb36ce7968b7,79,76,55,76,71.5,A
90d9170c-f2de-475c-90fc-c9f12ddc756b,54,61,71,89,68.75,B
ab286d09-0af5-4e60-bbe8-a5df5e934de0,53,80,86,82,75.25,A
e1ad640c-7463-435e-aafb-9f20783c91eb,72,94,78,71,78.75,A
606cc2f5-2c81-4bf0-91f6-04068b5a8683,90,54,65,69,69.5,B
3ae0acdb-2a65-44af-b09d-338b23936d45,57,80,80,82,74.75,A
3e612d66-05bf-4618-a930-b0c4d5576899,67,64,56,54,60.25,B
67cbfc39-f54f-4b92-8442-906f2e16f0b6,69,75,64,70,69.5,B
d240ef02-a968-4fc1-ba5c-865db8344070,88,76,78,89,82.75,A
c47a3b7e-d209-483b-9528-4c0acb6bf562,82,80,85,70,79.25,A
043d72db-1bcb-404c-a1d8-b96a62ada157,85,95,83,79,85.5,A
880bcb0e-c8ab-46ac-a0b4-659a09fe4cdd,69,57,73,70,67.25,B
8a0ea57a-9a7d-409d-a6e8-790b215d3b1f,55,80,85,55,68.75,B
7b6c7129-cd63-4ba8-b03c-664b3abf9c65,55,65,87,97,76.0,A
d6521e08-c2f4-4c10-a869-707cbdcbfffc,71,83,58,69,70.25,A
01667221-3063-4e7f-81ff-81d1689d1205,69,72,75,59,68.75,B
6d130705-279f-41ab-9b49-09b65cbdb682,64,88,99,53,76.0,A
8ebc6d7e-c8a6-4b85-8d56-bff669c9520f,78,90,70,60,74.5,A
c6319c16-5827-4c1d-93e0-f2354e80d10b,93,71,63,85,78.0,A
c93c9cc6-668b-48da-8222-cd7f36e6ba85,98,95,74,67,83.5,A
99a9af6a-ed05-4732-b8bf-46fa25343e85,86,57,89,93,81.25,A
b9787c4b-09aa-4570-9be9-50c7147d7bfc,81,67,90,55,73.25,A
f6a9e3e3-b62b-4cb1-8956-0c3685609e8a,52,63,78,93,71.5,A
02bdeabe-7060-48eb-be8e-ed12a3ea21a2,67,100,58,51,69.0,B
c8b190e1-089a-4f4f-b1da-e8174937b90f,97,67,98,71,83.25,A
b4209103-bca7-46eb-83ef-0f77848ac924,58,99,91,79,81.75,A
746b161a-31cc-4738-b68a-e9b79b3aa1d1,94,52,93,85,81.0,A
41f83199-f4ea-4769-8366-c189cd8d9f75,74,55,76,94,74.75,A
60885550-f74f-4900-b159-4914b1b68ecd,59,63,55,70,61.75,B
ae7cfd14-7577-4730-868d-a4b2f613bda0,59,66,94,87,76.5,A
6994bf84-50d3-4a03-8cd7-608f3adcb38c,51,66,81,66,66.0,B
498bcf67-3f8d-4f96-836a-e2bbd5098e07,74,62,73,80,72.25,A
bf0418a9-f276-4513-aeca-f62944e22691,57,99,97,64,79.25,A
3df76a69-bc45-444a-bc1f-dff0331d58bb,83,84,84,58,77.25,A
5b249c2a-9e5c-4dcd-961a-080a3fec0a37,71,51,51,72,61.25,B
58e7edf8-80a2-4721-8856-06848a6fc4b3,55,67,85,61,67.0,B
44f7f01a-3cb5-46d7-834a-130e8c6ea6ad,93,55,60,61,67.25,B
6b49acc6-35e5-44e0-ac87-85467faf6458,57,61,57,98,68.25,B
9247e851-2e0d-4860-b362-f9b74795cd1d,100,75,78,93,86.5,A
403fd582-4ccf-4a4b-bc93-243ec90b9454,71,61,93,100,81.25,A
a65d958e-936d-41a8-93ac-b00e32eeeb38,63,64,64,89,70.0,A
82ac7e1d-ac56-4da6-9339-1df45ae86d18,67,98,77,53,73.75,A
f4e35f7b-a1b7-43d8-b6b8-74d349599bed,96,87,94,73,87.5,A
50405c43-3a6c-4da6-97f7-d71f2978cc73,68,99,93,78,84.5,A
406bf02d-a97a-4f4e-bc10-871bba4f4b03,64,59,95,79,74.25,A
18763576-1a5e-4196-a5a4-c79b2abaa4f9,63,53,76,70,65.5,B
8623bc74-65a2-4cc8-855b-e95d06bfd9c4,87,69,73,61,72.5,A
ee7ca782-a7a3-4d25-9595-6c4227c00f89,89,64,79,51,70.75,A
205c8491-a061-49db-b172-f63648bfb602,68,92,65,63,72.0,A
ea4f4a80-dc41-4176-9b59-f28ea9de5b26,60,62,73,98,73.25,A
8c6d768e-45bc-43ba-af52-d36e8a63b93c,85,87,71,71,78.5,A
4ed0730d-711d-41dd-96ed-0330ce015413,94,60,91,53,74.5,A
c21f84fc-d0bc-4ad5-85f8-0d9b00060d5a,51,62,94,52,64.75,B
7def3b8e-ec0d-4c3a-b011-b125022111e5,79,75,80,70,76.0,A
6fe633f1-8f80-4d8b-a1d5-5f8569678586,87,94,100,86,91.75,A
3878becf-60dc-42eb-9413-c85063c4e76d,78,89,71,70,77.0,A
9cfbbce7-e8f2-4584-8cca-1e14c3b8c80f,98,50,71,70,72.25,A
74915c14-a30b-469c-9c40-50454a22eae9,77,56,72,81,71.5,A
26f341c8-04f7-48c8-9215-b5033012f819,61,65,57,66,62.25,B
200291bb-44e9-48fb-8838-a8881a2e9864,62,60,84,65,67.75,B
4005353d-d76f-4e65-a54c-87393133839e,82,79,95,72,82.0,A
bc3e1d19-75f9-4230-b2fd-73c508942176,63,79,56,81,69.75,B
f6121d2c-ae73-40eb-a39d-8fe7790b185c,58,54,56,95,65.75,B
8cb1457e-effa-415b-bea6-450f0accb23c,52,82,82,91,76.75,A
03db7a2e-5313-40e0-af25-37cea206527c,92,76,87,58,78.25,A
c552f3c5-5f13-4b98-a7ad-8d5198a15e4f,85,73,90,99,86.75,A
8af09ec3-4b72-4a7c-8f1c-3fa070000009,76,92,61,53,70.5,A
77e8b762-bb7e-4979-92dc-bffd59008d65,55,97,64,68,71.0,A
d1ad3e51-89f9-4de9-b798-0131a885a7b4,98,85,52,86,80.25,A
487b25d7-9cf0-43dd-a775-29a28d2cfe83,66,66,51,55,59.5,C
0b34fc84-1111-4e29-a8ad-153985f0786a,80,61,66,83,72.5,A
9fbc879e-869c-4a8e-bd6a-b7c2a86d8706,55,63,72,80,67.5,B
03599c6d-1224-4bd2-b7c4-b3ee9b1fc6d1,56,94,89,74,78.25,A
77d2b94f-1478-4c9d-9503-0b43e3c7ca9a,84,63,71,84,75.5,A
91ed554a-3fae-4f01-a829-0f3c86b4852c,92,98,58,55,75.75,A
1aa67474-e200-4157-ad54-c95aaa4d52a8,60,100,66,86,78.0,A
88adb388-287e-4086-a854-027e56673e49,87,92,94,77,87.5,A
73d0b6c7-f62e-4f88-9c29-850b410bfc29,100,82,63,75,80.0,A
36fea0b4-38cd-4122-bc01-45e14ce2afa2,78,70,96,95,84.75,A
eb4aede6-46a5-4064-9284-b528b0916fb7,97,99,100,75,92.75,A
75dacbbe-09a9-461a-9823-3383279b637c,83,95,97,65,85.0,A
4199322e-3ba5-4126-bff6-9f4195082801,91,65,57,74,71.75,A
13c37b5d-bbf8-4a91-b7a9-f824eafa4d5b,62,69,85,86,75.5,A
b3edd6ed-b089-4de4-a626-7164d3616b3a,61,51,87,84,70.75,A
ceef7261-bb15-42ea-8991-2f464ce6928b,85,94,97,100,94.0,A
e13a14ca-5911-442e-959a-8f54c559cd0f,75,89,74,80,79.5,A
bf67de42-3a0a-4b59-8538-4872deaa543e,78,85,54,86,75.75,A
0ddb545b-61ea-4a65-a1d7-70eac704e80e,73,93,78,67,77.75,A
af4afcdd-52cb-4ae0-ae18-c9b3c6da85f1,51,98,61,52,65.5,B
30c3ef8a-592a-443d-9d82-2e3a6c6d282b,72,66,58,58,63.5,B
5987038a-fcd6-418e-ab54-500d4e089bb4,70,89,100,69,82.0,A
15f7ef61-da4e-404c-ba7e-1b86c1fad753,77,59,84,78,74.5,A
d51b1974-de66-4dd0-a5ce-2a21ed3e2846,84,51,86,56,69.25,B
0f635f4a-2b9a-418e-8165-964c0b21a308,71,65,66,83,71.25,A
b6646199-ed25-459e-8f89-37fa753e9662,51,69,75,66,65.25,B
be9063fb-64b5-49a5-bd6c-3d2a5564d1d3,65,74,72,90,75.25,A
235b275b-dcd2-4b97-b3ca-9a6bccd3af7c,64,51,60,80,63.75,B
115c42cd-5147-4e86-a875-d40aeac7dc2e,92,76,86,54,77.0,A
4da838b7-6947-4bac-b610-f40d69fe890f,84,81,53,98,79.0,A
