Student_ID,Time_ID,Math_Score,Science_Score,English_Score,Social_Studies_Score,Physical_Education_Score,Library_Hours_Week,Teacher_Hours_Week,Weekly_Activity_Hours
1b968925-5682-4038-b77f-69b930c9c51f,26,54,98,57,75,79,3,13,5
c5ab4e57-1f8b-4af1-96bc-532dac117bab,13,42,64,99,50,49,7,16,3
c5ab4e57-1f8b-4af1-96bc-532dac117bab,26,70,86,44,67,52,3,14,3
7fb33be5-f6bf-4f72-a277-8161811317a8,13,78,64,70,77,97,9,19,8
7fb33be5-f6bf-4f72-a277-8161811317a8,26,90,100,51,61,89,7,19,8
7ba16dd7-95ca-488d-96bc-a7126ecca931,13,91,87,63,40,98,10,22,4
7ba16dd7-95ca-488d-96bc-a7126ecca931,26,81,92,74,68,61,9,27,4
bb01b2a5-2c74-4800-941c-23fab11af726,13,86,62,57,45,45,3,24,0
bb01b2a5-2c74-4800-941c-23fab11af726,26,62,46,81,84,57,6,9,0
810d5c57-5264-4a59-a1f8-5b339b2d5a2a,13,65,84,51,42,69,5,12,0
810d5c57-5264-4a59-a1f8-5b339b2d5a2a,26,95,93,84,64,79,4,21,0
460a6125-3f8c-43d4-832a-fc4ab148b2a6,13,50,74,59,92,80,3,19,5
460a6125-3f8c-43d4-832a-fc4ab148b2a6,26,55,81,45,94,83,6,11,5
69a9aff9-235f-43d5-a224-a806ce072a52,13,74,87,52,92,70,7,6,5
69a9aff9-235f-43d5-a224-a806ce072a52,26,87,96,41,44,93,4,27,5
dc57546d-8c3d-431a-b395-2193d7d3b9d9,13,42,51,69,75,73,9,17,3
dc57546d-8c3d-431a-b395-2193d7d3b9d9,26,40,45,51,81,96,4,9,3
9fc97264-35af-4b2d-b36d-778637a3c30a,13,57,98,60,92,48,2,26,9
9fc97264-35af-4b2d-b36d-778637a3c30a,26,77,50,46,82,95,1,30,9
a66c0fa1-b5dc-4a9a-bb38-cd9121f6c63d,13,95,54,57,81,55,5,26,3
a66c0fa1-b5dc-4a9a-bb38-cd9121f6c63d,26,100,96,66,83,50,5,14,3
1d8b32d9-b5d9-4d36-9287-964da30a6658,13,92,56,56,53,42,10,21,4
1d8b32d9-b5d9-4d36-9287-964da30a6658,26,85,71,46,97,97,1,23,4
6adfd568-b5ca-4993-aaca-d101f1530f68,13,97,83,89,94,62,9,8,7
6adfd568-b5ca-4993-aaca-d101f1530f68,26,68,42,78,89,74,10,16,7
ceed0ffc-6c21-435d-98e8-b97ce0a25901,13,82,98,93,86,54,5,10,9
ceed0ffc-6c21-435d-98e8-b97ce0a25901,26,71,49,40,100,91,4,12,9
332cce0a-0e7d-4698-ab95-c72f0d95aaf5,13,93,97,53,66,48,6,22,4
332cce0a-0e7d-4698-ab95-c72f0d95aaf5,26,89,41,46,52,99,10,23,4
d6e1ba00-257c-44bc-8024-c424aef2ab2f,13,42,100,91,96,92,6,22,5
d6e1ba00-257c-44bc-8024-c424aef2ab2f,26,64,58,100,95,85,1,27,5
d06405a8-5bd2-4cb1-8845-3b2f8a8a4105,13,79,67,69,44,99,2,23,3
d06405a8-5bd2-4cb1-8845-3b2f8a8a4105,26,47,96,41,96,95,10,6,3
be0ec2da-396c-457b-9d66-40718fd7b1a1,13,68,55,95,57,96,8,12,6
be0ec2da-396c-457b-9d66-40718fd7b1a1,26,44,90,51,47,67,8,26,6
49a2afde-b235-4a3c-8c7f-9517cbfd4a31,13,64,70,84,95,47,10,18,0
49a2afde-b235-4a3c-8c7f-9517cbfd4a31,26,58,56,43,52,83,4,14,0
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,13,91,76,91,77,77,6,19,0
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,26,57,68,47,66,93,5,7,0
9edd2182-33fd-462d-8057-e470be6127a8,13,95,57,43,72,55,6,24,0
9edd2182-33fd-462d-8057-e470be6127a8,26,40,64,86,89,90,8,11,0
b4629214-a23f-467d-a957-2bc239bd8bd6,13,63,56,84,56,41,2,27,0
b4629214-a23f-467d-a957-2bc239bd8bd6,26,90,63,43,71,64,1,7,0
c6b18d94-324b-4c3d-9a77-91a2bd0b0fa2,13,84,93,46,61,83,9,5,4
c6b18d94-324b-4c3d-9a77-91a2bd0b0fa2,26,83,43,65,92,97,6,13,4
2fddb26a-1310-4665-aec2-bb19fbc398d8,13,80,54,40,70,90,6,5,7
2fddb26a-1310-4665-aec2-bb19fbc398d8,26,97,96,63,98,100,10,6,7
8e7d3f5a-4773-466a-adb2-b0200a670143,13,44,66,97,46,98,9,10,0
8e7d3f5a-4773-466a-adb2-b0200a670143,26,76,96,78,94,50,8,19,0
b5ae329d-7761-4d80-949f-c34c0171f5a7,13,52,73,84,44,70,10,16,4
b5ae329d-7761-4d80-949f-c34c0171f5a7,26,98,56,67,74,77,8,15,4
eeb093fe-c60e-44d5-8d04-dcb698cd2655,13,74,70,60,89,71,9,25,1
eeb093fe-c60e-44d5-8d04-dcb698cd2655,26,42,63,89,81,73,6,19,1
5bab7f4a-8cd7-4c27-929a-f586ca376c36,13,47,74,83,86,49,10,17,3
5bab7f4a-8cd7-4c27-929a-f586ca376c36,26,100,72,46,54,73,7,21,3
11740357-8546-4426-af12-0b9ef4fd25b7,13,56,76,69,79,81,6,8,0
11740357-8546-4426-af12-0b9ef4fd25b7,26,87,91,53,71,46,9,13,0
38a06ffe-5972-48c5-9789-be6367465743,13,53,58,50,47,94,10,6,9
38a06ffe-5972-48c5-9789-be6367465743,26,42,61,44,73,76,4,8,9
c0ae0b1a-f347-4736-b7ec-07a64b27b079,13,83,61,64,86,82,4,23,3
c0ae0b1a-f347-4736-b7ec-07a64b27b079,26,65,43,40,98,40,6,5,3
0240f59a-a638-4854-bb2b-8b80c08bd674,13,64,98,74,98,90,1,18,6
0240f59a-a638-4854-bb2b-8b80c08bd674,26,100,50,55,86,41,4,8,6
9f027cbf-eb29-4912-9d1b-83dfa46b6fce,13,47,42,60,61,77,5,7,6
9f027cbf-eb29-4912-9d1b-83dfa46b6fce,26,64,51,41,81,85,4,18,6
f1eab64a-cbd4-41cc-aa7a-8c2161a1a29c,13,61,60,89,100,58,4,24,0
f1eab64a-cbd4-41cc-aa7a-8c2161a1a29c,26,53,64,47,91,91,10,24,0
d275bd43-8451-4303-a94d-4fbe06531d47,13,91,83,77,89,75,5,20,7
d275bd43-8451-4303-a94d-4fbe06531d47,26,94,44,70,60,93,4,23,7
e5f5c891-4be3-48a8-8b39-dccf7c9f3bc3,13,63,91,54,41,55,2,5,8
e5f5c891-4be3-48a8-8b39-dccf7c9f3bc3,26,92,51,60,79,74,3,21,8
f4ce8477-f8bc-49ac-aada-62ce189099c9,13,51,89,96,71,50,6,29,8
f4ce8477-f8bc-49ac-aada-62ce189099c9,26,73,55,62,49,84,10,25,8
c6097cd8-a127-4c6b-ab9b-153d35f5c654,13,45,63,90,76,76,6,30,0
c6097cd8-a127-4c6b-ab9b-153d35f5c654,26,48,73,56,53,85,6,17,0
b3e6f4c6-d428-4f6c-89aa-429334a0dcd4,13,52,45,100,97,66,6,5,4
b3e6f4c6-d428-4f6c-89aa-429334a0dcd4,26,51,100,78,66,51,1,28,4
bf343ca7-1276-4d13-b093-8776d116d014,13,53,80,42,55,68,3,6,0
bf343ca7-1276-4d13-b093-8776d116d014,26,98,77,73,62,63,1,22,0
0de4833e-12c0-420c-9667-c51809b2eae6,13,77,48,87,98,72,5,5,7
0de4833e-12c0-420c-9667-c51809b2eae6,26,70,88,60,55,90,6,28,7
4236c0bf-e936-4a85-ba46-fbe3d255a4de,13,41,72,83,70,40,6,29,0
4236c0bf-e936-4a85-ba46-fbe3d255a4de,26,58,53,50,41,78,3,27,0
ac5d4e57-63b6-44f4-8452-f77950ffde64,13,59,56,50,51,66,10,19,5
ac5d4e57-63b6-44f4-8452-f77950ffde64,26,45,65,76,99,96,3,15,5
95ea6825-bef6-459a-8186-a221103056b7,13,68,75,89,54,60,7,28,10
95ea6825-bef6-459a-8186-a221103056b7,26,73,55,43,64,58,6,19,10
c971bf51-4a32-4b22-9b2b-b2ec80b9ec30,13,93,80,47,86,81,9,14,0
c971bf51-4a32-4b22-9b2b-b2ec80b9ec30,26,91,95,75,100,81,5,19,0
65262474-61a4-41ff-b00b-8b43ed3b9d13,13,75,61,74,83,59,5,16,0
65262474-61a4-41ff-b00b-8b43ed3b9d13,26,53,60,91,41,71,8,27,0
641816b7-bf2b-43b4-a2e9-e52738491ecc,13,62,72,90,53,50,6,22,1
641816b7-bf2b-43b4-a2e9-e52738491ecc,26,71,72,77,86,71,6,29,1
ad62d094-4c4d-4e40-a4e2-226ca250d133,13,95,99,52,41,43,4,19,7
ad62d094-4c4d-4e40-a4e2-226ca250d133,26,93,64,81,98,65,2,8,7
f3102525-f517-4e72-9f85-7b21a5df6f85,13,92,51,61,56,46,3,7,10
f3102525-f517-4e72-9f85-7b21a5df6f85,26,77,40,64,67,90,9,11,10
98be5ff0-929d-4f9f-8149-a2af0ab1a504,13,47,42,63,74,91,1,7,0
98be5ff0-929d-4f9f-8149-a2af0ab1a504,26,40,99,53,47,95,10,8,0
e74ed0b3-bdce-435f-bf90-5d6a35c606b5,13,79,94,90,89,69,7,11,7
e74ed0b3-bdce-435f-bf90-5d6a35c606b5,26,53,92,68,74,60,1,22,7
29344e15-2477-4047-8336-a758d9f93502,13,51,94,57,42,42,1,19,5
29344e15-2477-4047-8336-a758d9f93502,26,89,86,94,94,100,10,30,5
ccb68571-abc5-4545-ae6d-7a041d57e734,13,61,71,94,73,91,5,6,9
ccb68571-abc5-4545-ae6d-7a041d57e734,26,86,76,98,93,88,10,13,9
761579e7-8c81-41b4-be8b-4ccbfd75a5f3,13,68,63,84,86,100,4,19,10
761579e7-8c81-41b4-be8b-4ccbfd75a5f3,26,98,94,95,71,42,2,26,10
b9c037aa-3289-458b-9923-cafc402d105b,13,87,72,83,51,89,1,7,9
b9c037aa-3289-458b-9923-cafc402d105b,26,44,77,76,72,53,9,10,9
199c8d94-3c0a-484e-a7cd-13cbabda06b2,13,60,41,78,46,89,4,30,7
199c8d94-3c0a-484e-a7cd-13cbabda06b2,26,45,61,65,48,73,6,18,7
9dc89e1a-540e-4d01-b35d-88f37c6166df,13,68,58,63,40,41,1,6,8
9dc89e1a-540e-4d01-b35d-88f37c6166df,26,44,84,75,55,88,2,10,8
50fb35b0-cec5-4969-9d4f-7107911ddc79,13,91,50,87,48,74,8,17,0
50fb35b0-cec5-4969-9d4f-7107911ddc79,26,64,49,53,59,90,2,29,0
bd64987e-b652-4e99-b8b5-e89ac921057c,13,45,72,47,84,51,2,22,10
bd64987e-b652-4e99-b8b5-e89ac921057c,26,99,67,75,57,62,1,21,10
e0bd202c-54e1-4f3a-bba4-1ae0adf8f767,13,72,69,54,74,73,9,19,10
e0bd202c-54e1-4f3a-bba4-1ae0adf8f767,26,61,84,49,54,85,1,28,10
2cff45f8-1bdc-44a9-8d3a-5d767caa281b,13,85,78,40,82,95,7,20,3
2cff45f8-1bdc-44a9-8d3a-5d767caa281b,26,82,50,95,69,60,4,23,3
89e2df24-e42c-4aea-a3d7-263dd391d017,13,83,50,44,80,45,8,15,0
89e2df24-e42c-4aea-a3d7-263dd391d017,26,88,63,64,98,55,4,16,0
04c4f46a-e461-4160-934d-695aba388c8f,13,67,96,43,84,79,7,5,0
04c4f46a-e461-4160-934d-695aba388c8f,26,79,45,77,50,66,7,10,0
970c9eb4-c4ea-4ece-a7b6-e4679432d797,13,68,53,100,50,83,10,8,0
970c9eb4-c4ea-4ece-a7b6-e4679432d797,26,49,92,67,92,76,5,8,0
78dbcde3-8a28-4792-bfac-a645e4dc4306,13,46,81,89,71,70,9,8,0
78dbcde3-8a28-4792-bfac-a645e4dc4306,26,97,41,85,97,67,3,10,0
bbb4c0ce-96f0-4335-85ab-48dae4354021,13,91,55,65,68,85,10,27,0
bbb4c0ce-96f0-4335-85ab-48dae4354021,26,54,48,78,77,65,5,26,0
808e08d2-5d26-4b1b-a593-b659172e8c68,13,60,97,80,48,69,10,12,4
808e08d2-5d26-4b1b-a593-b659172e8c68,26,73,88,51,85,75,4,7,4
2a74b90c-af25-47f5-9d31-762afb5abb36,13,89,74,50,43,64,8,14,0
2a74b90c-af25-47f5-9d31-762afb5abb36,26,54,83,98,48,57,7,7,0
a8cf4f62-90d9-470c-b2de-c75c90fcc9f1,13,75,80,92,56,64,8,8,3
a8cf4f62-90d9-470c-b2de-c75c90fcc9f1,26,45,92,92,41,45,10,16,3
38048786-0a58-443c-9bda-0655f06dca24,13,75,89,61,43,67,10,22,7
38048786-0a58-443c-9bda-0655f06dca24,26,88,52,72,95,52,1,5,7
34ef2552-ab28-4d09-8af5-7e603be8a5df,13,84,79,55,43,67,10,17,7
34ef2552-ab28-4d09-8af5-7e603be8a5df,26,76,54,52,100,41,3,26,7
0be3534a-e1ad-440c-b463-835eeafb9f20,13,47,63,55,65,95,5,21,9
0be3534a-e1ad-440c-b463-835eeafb9f20,26,97,84,92,44,41,1,8,9
d463c183-a231-4211-8578-b1c6f7ebc69a,13,97,85,41,65,74,9,21,8
d463c183-a231-4211-8578-b1c6f7ebc69a,26,40,77,58,81,95,10,14,8
a75743f9-606c-42f5-ac81-6bf091f60406,13,79,55,49,73,60,4,5,0
a75743f9-606c-42f5-ac81-6bf091f60406,26,98,48,54,54,93,6,14,0
6057153a-4067-4790-8444-050413ed280a,13,58,79,78,47,75,7,5,5
6057153a-4067-4790-8444-050413ed280a,26,81,80,46,62,86,10,11,5
7ca2f582-5854-49d9-9e22-dc3fd1366db1,13,64,79,50,52,57,5,28,5
7ca2f582-5854-49d9-9e22-dc3fd1366db1,26,50,57,57,90,54,6,28,5
2a6524af-709d-438b-a393-6d45e1ccff0d,13,82,79,72,92,59,10,25,9
2a6524af-709d-438b-a393-6d45e1ccff0d,26,44,68,92,41,54,8,29,9
5cbaa496-2848-4240-afd9-0ce1267627ca,13,98,49,84,100,50,6,22,0
5cbaa496-2848-4240-afd9-0ce1267627ca,26,87,100,69,51,42,7,20,0
b862acc3-5489-4c37-8fa9-026b6a241f46,13,85,79,79,58,74,3,28,0
b862acc3-5489-4c37-8fa9-026b6a241f46,26,57,51,60,91,94,9,29,0
d5576899-a5b2-47ea-a947-6f54973e129c,13,62,71,92,46,81,4,26,1
d5576899-a5b2-47ea-a947-6f54973e129c,26,59,79,59,92,52,8,21,1
a1298fa2-227d-4660-a93f-c26697a418b8,13,42,42,62,98,96,5,17,0
a1298fa2-227d-4660-a93f-c26697a418b8,26,65,86,52,94,47,1,28,0
2e16f0b6-ec25-4a75-821d-4dca2a955908,13,78,85,100,50,46,9,27,2
2e16f0b6-ec25-4a75-821d-4dca2a955908,26,44,71,74,71,45,2,13,2
b8344070-e0e5-46e5-84c4-4853a33b3dfd,13,48,59,74,47,43,5,28,9
b8344070-e0e5-46e5-84c4-4853a33b3dfd,26,93,44,50,98,55,8,30,9
fe268e77-9b45-47e0-b2fe-fdc23772aa97,13,55,90,48,87,98,10,16,1
fe268e77-9b45-47e0-b2fe-fdc23772aa97,26,41,61,68,87,54,8,30,1
cb6bf562-2488-484d-99d0-90fd6928043e,13,98,55,86,97,81,9,20,1
cb6bf562-2488-484d-99d0-90fd6928043e,26,50,72,53,40,40,1,26,1
b9644e4f-2aef-4f3b-83b7-a0ef82c41c54,13,75,93,55,43,55,8,29,4
b9644e4f-2aef-4f3b-83b7-a0ef82c41c54,26,58,87,69,52,78,4,16,4
62ada157-60d2-459a-bad5-1382119fb03e,13,59,64,97,87,93,8,5,9
62ada157-60d2-459a-bad5-1382119fb03e,26,89,97,40,72,87,4,26,9
6b77af9e-af32-4af8-811d-b4afe8ca7483,13,65,94,90,93,96,1,23,4
6b77af9e-af32-4af8-811d-b4afe8ca7483,26,78,96,76,50,81,9,6,4
09fe4cdd-998d-45ba-9d60-22c5e6cfcbd8,13,50,59,95,48,86,10,7,0
09fe4cdd-998d-45ba-9d60-22c5e6cfcbd8,26,66,77,81,75,91,7,21,0
215d3b1f-a8cd-444d-bb74-244017db4c2f,13,64,50,44,96,71,4,28,5
215d3b1f-a8cd-444d-bb74-244017db4c2f,26,97,49,43,98,78,6,28,5
a6340d1a-adb6-40f4-865d-e86ef00f63ef,13,70,45,87,64,43,7,6,7
a6340d1a-adb6-40f4-865d-e86ef00f63ef,26,69,75,96,44,67,1,5,7
3abf9c65-6dd0-43f3-87a2-0e22b298b811,13,56,47,64,67,65,10,26,2
3abf9c65-6dd0-43f3-87a2-0e22b298b811,26,66,42,93,46,85,3,18,2
bdcbfffc-cdfb-44e9-96cb-dafb59bb8900,13,45,85,44,79,69,1,30,8
bdcbfffc-cdfb-44e9-96cb-dafb59bb8900,26,65,76,63,79,43,7,13,8
7a25ed81-4128-47eb-a246-29cd6cecdf82,13,52,96,49,54,57,9,6,2
7a25ed81-4128-47eb-a246-29cd6cecdf82,26,76,40,40,43,60,1,5,2
689d1205-8b31-44d8-a073-c1d09929afeb,13,67,64,100,68,67,7,23,3
689d1205-8b31-44d8-a073-c1d09929afeb,26,91,100,60,85,57,3,14,3
1e2a03f1-85c5-4910-93f6-f72301d23a76,13,57,73,53,58,75,4,20,1
1e2a03f1-85c5-4910-93f6-f72301d23a76,26,57,47,47,54,88,4,25,1
5cbdb682-68aa-4236-90de-ef43cde5c35a,13,42,46,92,84,60,1,17,9
5cbdb682-68aa-4236-90de-ef43cde5c35a,26,58,59,93,68,58,4,5,9
6c6e8796-893e-4b89-9adf-c49942e4bf01,13,76,52,50,91,74,1,23,2
6c6e8796-893e-4b89-9adf-c49942e4bf01,26,67,50,71,100,73,6,17,2
69c9520f-3425-449c-8145-d6ba65bf8e04,13,83,64,94,41,85,9,6,8
69c9520f-3425-449c-8145-d6ba65bf8e04,26,57,98,97,66,40,4,30,8
40f7924b-7bd7-44bf-8e0e-abb78f20c5e7,13,49,84,42,62,58,10,21,0
40f7924b-7bd7-44bf-8e0e-abb78f20c5e7,26,57,91,54,52,51,7,14,0
a8c6c2df-dd23-4f41-9ae1-35862358755c,13,87,62,88,42,72,9,9,1
a8c6c2df-dd23-4f41-9ae1-35862358755c,26,40,76,69,50,48,3,17,1
36e6ba85-19ab-4c15-a96b-67bff301bb6c,13,97,73,66,78,76,7,10,9
36e6ba85-19ab-4c15-a96b-67bff301bb6c,26,80,48,60,66,95,2,11,9
b4f02f6f-af3f-4d9a-b272-5aa79d30c42e,13,84,50,47,43,50,7,18,2
b4f02f6f-af3f-4d9a-b272-5aa79d30c42e,26,74,60,87,86,65,8,20,2
25343e85-d2c0-4ec2-9751-94d7cdeb2696,13,85,54,46,89,40,6,19,7
25343e85-d2c0-4ec2-9751-94d7cdeb2696,26,50,65,64,52,92,8,15,7
147d7bfc-5eef-4d1e-b8c5-ef5e4359ff43,13,64,78,84,53,94,10,21,2
147d7bfc-5eef-4d1e-b8c5-ef5e4359ff43,26,43,64,92,83,64,10,18,2
85609e8a-a7fb-4997-9d2c-d9446690a951,13,88,90,98,60,75,2,17,0
85609e8a-a7fb-4997-9d2c-d9446690a951,26,95,72,95,94,40,1,17,0
a3ea21a2-2cde-4187-91fa-82a6c60b340c,13,49,45,44,67,42,9,29,0
a3ea21a2-2cde-4187-91fa-82a6c60b340c,26,53,74,91,48,84,4,16,0
089a9f4f-31da-4817-8937-b90f84a5b18b,13,85,69,94,69,64,8,15,9
089a9f4f-31da-4817-8937-b90f84a5b18b,26,57,79,95,87,61,1,25,9
093b4d72-ac8c-4caf-ab63-3b189d7d1756,13,55,45,88,95,86,3,17,8
093b4d72-ac8c-4caf-ab63-3b189d7d1756,26,64,70,51,42,98,2,10,8
c798a445-46a3-4c71-bf2f-6883163b5481,13,96,57,72,63,41,3,11,3
c798a445-46a3-4c71-bf2f-6883163b5481,26,58,43,56,62,62,5,29,3
bca726eb-03ef-4f77-848a-c92433478a91,13,85,50,46,68,76,2,11,6
bca726eb-03ef-4f77-848a-c92433478a91,26,51,57,46,70,63,7,21,6
ea3e072a-8f22-4604-946b-7756b9e439ef,13,78,42,97,56,48,2,26,7
ea3e072a-8f22-4604-946b-7756b9e439ef,26,46,62,58,94,70,7,13,7
31cc6738-f68a-49b7-9b3a-a1d139ee80ab,13,64,91,95,100,54,7,24,9
31cc6738-f68a-49b7-9b3a-a1d139ee80ab,26,52,89,41,55,46,2,16,9
1b414999-8198-41f5-a839-f98f2ccf1472,13,76,54,52,99,83,9,25,10
1b414999-8198-41f5-a839-f98f2ccf1472,26,52,61,49,56,44,9,11,10
f4eae769-8366-4189-8d8d-9f751df44d3e,13,42,66,89,85,66,1,6,0
f4eae769-8366-4189-8d8d-9f751df44d3e,26,65,51,90,46,86,7,12,0
f74f6900-7159-4914-b1b6-8ecd400945ce,13,84,81,87,82,60,7,20,0
f74f6900-7159-4914-b1b6-8ecd400945ce,26,96,100,58,94,89,9,24,0
75771730-c68d-44b2-b613-bda056f401e5,13,73,70,97,89,80,4,18,0
75771730-c68d-44b2-b613-bda056f401e5,26,58,85,84,54,41,5,6,0
114b3c79-4200-49f5-9dc3-c26e7b62659e,13,97,90,85,55,99,1,26,3
114b3c79-4200-49f5-9dc3-c26e7b62659e,26,74,40,87,95,62,1,5,3
50d3ba03-ccd7-408f-badc-b38cb38046ef,13,46,95,78,97,91,8,9,0
50d3ba03-ccd7-408f-badc-b38cb38046ef,26,57,51,53,67,72,9,29,0
3f8dcf96-436a-42bb-9509-8e07b368d836,13,94,44,58,88,97,5,28,3
3f8dcf96-436a-42bb-9509-8e07b368d836,26,91,88,92,79,57,10,11,3
ee6ffbea-8df7-4647-9376-9ff9578cd875,13,40,77,78,90,81,9,7,7
ee6ffbea-8df7-4647-9376-9ff9578cd875,26,93,95,89,65,65,9,25,7
f2765513-2eca-4629-84e2-269192ded495,13,71,48,77,94,96,1,5,8
f2765513-2eca-4629-84e2-269192ded495,26,43,67,99,51,65,10,19,8
bc45144a-3c1f-4ff0-b31d-58bbbcb3636d,13,57,73,40,90,64,3,29,0
bc45144a-3c1f-4ff0-b31d-58bbbcb3636d,26,80,40,73,87,48,8,29,0
9e5c5dcd-d61a-480a-bfec-0a37d5bea8dc,13,58,73,57,87,60,2,20,0
9e5c5dcd-d61a-480a-bfec-0a37d5bea8dc,26,90,74,95,69,97,8,13,0
a9d6290d-f4ad-4a22-ad02-05f51417c2f9,13,56,97,62,96,56,1,16,4
a9d6290d-f4ad-4a22-ad02-05f51417c2f9,26,62,92,71,59,72,5,26,4
9ee4105d-5f06-4c76-bb77-7e71d91738f8,13,55,70,49,44,56,9,24,0
9ee4105d-5f06-4c76-bb77-7e71d91738f8,26,47,51,70,42,53,7,13,0
7da56b6e-4654-477d-9e67-a2789313b3a7,13,57,78,61,64,45,2,16,5
7da56b6e-4654-477d-9e67-a2789313b3a7,26,99,100,71,70,59,8,13,5
93a05478-c00b-49de-b8db-128d65db6e43,13,74,52,89,97,99,9,21,3
93a05478-c00b-49de-b8db-128d65db6e43,26,51,53,61,43,53,1,30,3
80a23721-0856-4684-8a6f-c4b3f08d312e,13,46,75,86,41,69,5,25,0
80a23721-0856-4684-8a6f-c4b3f08d312e,26,70,68,77,100,84,7,27,0
b2c027e8-1ed0-42e9-b9fc-6034750acc98,13,91,51,55,89,55,5,13,9
b2c027e8-1ed0-42e9-b9fc-6034750acc98,26,47,69,48,58,59,7,7,9
94bcf47a-6122-4189-b5f3-de4aac9204b4,13,49,65,68,45,69,3,21,4
94bcf47a-6122-4189-b5f3-de4aac9204b4,26,71,45,77,94,43,10,16,4
3cb526d7-434a-430e-8c6e-a6ad2fe938e4,13,60,89,71,73,63,9,22,5
3cb526d7-434a-430e-8c6e-a6ad2fe938e4,26,82,56,98,72,48,6,22,5
35e574e0-6c87-4546-bfaf-64582f14f777,13,70,80,54,84,76,9,25,6
35e574e0-6c87-4546-bfaf-64582f14f777,26,56,86,50,54,99,5,19,6
2e0d3860-7362-49b7-8795-cd1d668d3c8b,13,97,70,70,74,45,6,22,4
2e0d3860-7362-49b7-8795-cd1d668d3c8b,26,53,84,88,40,85,4,29,4
451b6267-b887-4caf-9991-103fd06eccbc,13,75,47,88,41,75,5,23,1
451b6267-b887-4caf-9991-103fd06eccbc,26,90,91,85,100,96,9,20,1
f58ab7c7-cccf-4130-a556-03d4323132fa,13,100,95,44,77,89,1,24,5
f58ab7c7-cccf-4130-a556-03d4323132fa,26,49,70,80,77,51,7,15,5
fedd22d9-226c-4c6a-bfe5-a4b66be8c756,13,100,94,77,47,61,5,16,10
fedd22d9-226c-4c6a-bfe5-a4b66be8c756,26,100,85,100,97,86,1,14,10
4ccf0a4b-7c93-443e-890b-945450d3802d,13,70,65,56,67,91,10,7,2
4ccf0a4b-7c93-443e-890b-945450d3802d,26,91,56,79,99,63,1,14,2
0f5e8b47-29d0-4613-b0c7-700219566990,13,45,52,74,40,54,4,12,0
0f5e8b47-29d0-4613-b0c7-700219566990,26,97,62,59,93,66,1,17,0
55ac0d06-be9d-4951-b329-af6e18a73d94,13,43,60,75,66,81,10,29,1
55ac0d06-be9d-4951-b329-af6e18a73d94,26,48,100,100,77,43,3,15,1
0513eda8-5819-43cc-81f9-994acf5d337f,13,62,93,41,46,93,9,21,2
0513eda8-5819-43cc-81f9-994acf5d337f,26,46,72,46,52,49,2,23,2
936dd1a8-93ac-400e-b2ee-eb389b0707e5,13,55,86,49,73,64,7,12,6
936dd1a8-93ac-400e-b2ee-eb389b0707e5,26,48,78,97,61,58,5,23,6
ac565da6-5339-4df4-9ae8-6d1848dc1e26,13,71,75,46,47,62,6,10,0
ac565da6-5339-4df4-9ae8-6d1848dc1e26,26,50,67,88,50,94,4,15,0
49599bed-9d19-41a5-a18d-de71141283fb,13,68,44,77,92,61,6,17,1
49599bed-9d19-41a5-a18d-de71141283fb,26,59,81,48,99,95,5,17,1
565f1491-edb6-4b81-8ec6-8cfea3fd17f0,13,41,45,74,41,73,8,8,7
565f1491-edb6-4b81-8ec6-8cfea3fd17f0,26,68,41,88,100,87,10,20,7
2978cc73-1440-4dec-9243-9b0fe835f080,13,76,63,44,48,56,7,9,8
2978cc73-1440-4dec-9243-9b0fe835f080,26,72,93,96,88,87,5,18,8
a5076897-9afa-4267-8479-1214b5def807,13,44,91,51,95,88,3,25,9
a5076897-9afa-4267-8479-1214b5def807,26,89,60,51,86,61,8,19,9
96405fcd-bf76-4449-9cf8-5eebf0533851,13,57,72,45,89,96,2,10,0
96405fcd-bf76-4449-9cf8-5eebf0533851,26,47,84,46,42,85,7,8,0
ba4f4b03-2002-4d9f-85e9-f407daada0b1,13,100,91,46,47,72,5,11,3
ba4f4b03-2002-4d9f-85e9-f407daada0b1,26,95,78,63,63,61,6,11,3
2abaa4f9-35e8-4364-947f-1f67bfeef19d,13,90,55,59,81,57,10,22,0
2abaa4f9-35e8-4364-947f-1f67bfeef19d,26,63,80,76,80,87,1,21,0
06bfd9c4-0dc7-4104-8c66-27667922b440,13,70,100,100,98,84,9,26,10
06bfd9c4-0dc7-4104-8c66-27667922b440,26,51,80,61,63,75,5,15,10
27c00f89-9e3b-41b3-8330-125c1a9b0d42,13,65,92,93,46,40,6,22,10
27c00f89-9e3b-41b3-8330-125c1a9b0d42,26,87,96,96,75,50,7,20,10
48bfb602-bcd2-48eb-bf55-60cd3ab7127e,13,46,47,56,58,74,10,27,0
48bfb602-bcd2-48eb-bf55-60cd3ab7127e,26,58,73,72,61,41,4,11,0
a9de5b26-08ff-4ab0-8750-72d62bacf712,13,50,55,92,43,92,6,29,9
a9de5b26-08ff-4ab0-8750-72d62bacf712,26,45,56,70,61,86,9,27,9
8a63b93c-def3-406a-b998-63f27799fddb,13,55,96,92,95,83,3,15,0
8a63b93c-def3-406a-b998-63f27799fddb,26,51,50,76,55,53,2,12,0
