School_ID,Time_ID,Budget,Spending_On_Library,Spending_On_Teachers,Number_of_Classrooms,Library_Books,Health_Staff
23e2fcb4-72d8-467d-894a-05e430b187ef,8,1919544,908486,1034377,15,5810,8
23e2fcb4-72d8-467d-894a-05e430b187ef,9,1593756,350624,860139,10,8187,2
23e2fcb4-72d8-467d-894a-05e430b187ef,10,2361787,882143,1763872,21,4348,2
23e2fcb4-72d8-467d-894a-05e430b187ef,11,2509684,715496,647353,12,5609,9
23e2fcb4-72d8-467d-894a-05e430b187ef,12,1601895,828715,1009701,35,6230,9
23e2fcb4-72d8-467d-894a-05e430b187ef,13,4660202,595889,985147,10,1204,10
23e2fcb4-72d8-467d-894a-05e430b187ef,14,4423357,951038,230309,41,7610,1
23e2fcb4-72d8-467d-894a-05e430b187ef,15,1827145,592538,1503289,50,2146,5
23e2fcb4-72d8-467d-894a-05e430b187ef,16,1607135,852150,558743,18,6522,6
23e2fcb4-72d8-467d-894a-05e430b187ef,17,3601027,685838,859172,42,1646,10
23e2fcb4-72d8-467d-894a-05e430b187ef,18,4683036,958156,1329145,49,6486,9
23e2fcb4-72d8-467d-894a-05e430b187ef,19,4284559,143041,1330370,30,8025,8
23e2fcb4-72d8-467d-894a-05e430b187ef,20,2481228,659480,255758,24,4294,8
23e2fcb4-72d8-467d-894a-05e430b187ef,21,4936680,473440,651178,18,9024,8
23e2fcb4-72d8-467d-894a-05e430b187ef,22,2708800,450721,447176,20,1909,7
23e2fcb4-72d8-467d-894a-05e430b187ef,23,2462638,554530,558768,40,2978,2
23e2fcb4-72d8-467d-894a-05e430b187ef,24,3566485,233501,1878761,11,1574,10
23e2fcb4-72d8-467d-894a-05e430b187ef,25,3290356,912906,1142477,18,3088,8
23e2fcb4-72d8-467d-894a-05e430b187ef,26,3381902,871321,299721,32,7583,4
23e2fcb4-72d8-467d-894a-05e430b187ef,27,1926207,926962,489801,48,5574,3
23e2fcb4-72d8-467d-894a-05e430b187ef,28,2915477,165994,1119826,22,5280,7
23e2fcb4-72d8-467d-894a-05e430b187ef,29,3893288,636704,1135564,42,5318,5
23e2fcb4-72d8-467d-894a-05e430b187ef,30,3703031,970903,256550,49,1216,9
23e2fcb4-72d8-467d-894a-05e430b187ef,31,3423176,499938,1540411,50,8336,1
23e2fcb4-72d8-467d-894a-05e430b187ef,32,1541631,378266,1959822,12,6439,4
23e2fcb4-72d8-467d-894a-05e430b187ef,33,2080080,298475,1224755,46,8544,5
23e2fcb4-72d8-467d-894a-05e430b187ef,34,2020264,947059,933782,46,9843,6
23e2fcb4-72d8-467d-894a-05e430b187ef,35,2751048,935041,1363377,24,8433,2
23e2fcb4-72d8-467d-894a-05e430b187ef,36,4549852,180771,1189139,11,5756,6
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,1,3551255,887446,1866794,39,3903,8
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,2,2016079,132216,1585754,40,1187,10
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,3,3593861,182681,558885,44,1778,5
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,4,4042590,514137,1325534,26,1312,7
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,5,3180737,755417,847005,38,9863,8
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,6,1616276,492071,1630923,25,5757,10
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,7,662006,925988,1805910,23,1769,9
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,8,3123549,316953,1538737,32,7292,6
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,9,509917,712321,1378265,38,623,5
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,10,3584207,766807,771690,48,8572,2
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,11,2349746,898551,1364551,32,9210,9
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,12,4761881,249935,1954578,16,7768,2
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,13,913626,830453,1839987,48,4314,6
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,14,2910116,984910,488257,48,605,8
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,15,1061845,723665,1269782,31,4288,7
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,16,2874358,101466,220738,18,6407,6
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,17,4524590,255798,898687,46,628,4
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,18,3125230,776355,1977256,20,7699,9
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,19,1028273,875199,652920,13,8084,2
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,20,2697881,963003,1053246,17,3415,8
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,21,4722171,734655,885197,32,7910,4
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,22,4232011,663005,1611242,45,4300,6
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,23,846242,695437,773017,37,1043,3
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,24,847850,827147,1803695,14,4452,7
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,25,3713996,341430,359374,13,4020,1
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,26,1755546,641733,233407,21,5294,5
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,27,3911686,548277,1319852,33,1641,5
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,28,4146785,297432,1808135,15,8937,8
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,29,3201123,400145,1184145,28,4740,7
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,30,2695818,297737,1206008,14,2071,8
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,31,4330144,843465,1078887,10,6688,9
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,32,2473091,451598,222772,28,8693,7
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,33,1675298,883021,519070,16,9585,1
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,34,2638846,429608,829927,49,871,8
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,35,2265670,654240,561680,41,1655,8
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,36,889588,427872,589726,14,3920,10
d9f195d0-1482-4f53-8201-0c62f5f59b22,1,3752600,103258,892026,41,6994,9
d9f195d0-1482-4f53-8201-0c62f5f59b22,2,4113304,473782,736878,35,8856,7
d9f195d0-1482-4f53-8201-0c62f5f59b22,3,1477113,475456,1877645,11,632,2
d9f195d0-1482-4f53-8201-0c62f5f59b22,4,2241167,459808,1290874,14,1241,9
d9f195d0-1482-4f53-8201-0c62f5f59b22,5,1525679,141830,1045487,20,1416,9
d9f195d0-1482-4f53-8201-0c62f5f59b22,6,4231980,663517,1283326,42,721,4
d9f195d0-1482-4f53-8201-0c62f5f59b22,7,4929789,184427,297434,42,4053,4
d9f195d0-1482-4f53-8201-0c62f5f59b22,8,2178533,113257,1821174,31,3837,4
d9f195d0-1482-4f53-8201-0c62f5f59b22,9,3812791,454351,1503789,31,6369,2
d9f195d0-1482-4f53-8201-0c62f5f59b22,10,3202604,291374,882773,12,7084,8
d9f195d0-1482-4f53-8201-0c62f5f59b22,11,4407617,924074,285638,28,6901,1
d9f195d0-1482-4f53-8201-0c62f5f59b22,12,2231684,943147,1956089,19,4106,4
d9f195d0-1482-4f53-8201-0c62f5f59b22,13,1202756,340124,1952255,46,4669,1
d9f195d0-1482-4f53-8201-0c62f5f59b22,14,4835995,230854,454746,43,1755,6
d9f195d0-1482-4f53-8201-0c62f5f59b22,15,4337897,237216,1398816,26,5913,5
d9f195d0-1482-4f53-8201-0c62f5f59b22,16,2885880,376762,527619,14,3629,10
d9f195d0-1482-4f53-8201-0c62f5f59b22,17,1900242,853682,1935424,27,4108,6
d9f195d0-1482-4f53-8201-0c62f5f59b22,18,2272595,282394,583139,12,4600,6
d9f195d0-1482-4f53-8201-0c62f5f59b22,19,1846688,275961,729229,27,3361,9
d9f195d0-1482-4f53-8201-0c62f5f59b22,20,2930744,131352,996224,20,4374,9
d9f195d0-1482-4f53-8201-0c62f5f59b22,21,4930429,943231,566949,39,5534,10
d9f195d0-1482-4f53-8201-0c62f5f59b22,22,1951634,872675,1754273,44,7859,5
d9f195d0-1482-4f53-8201-0c62f5f59b22,23,768794,468575,1180987,13,7504,10
d9f195d0-1482-4f53-8201-0c62f5f59b22,24,3294521,553728,794683,11,6155,1
d9f195d0-1482-4f53-8201-0c62f5f59b22,25,1466914,679231,910555,10,5369,3
d9f195d0-1482-4f53-8201-0c62f5f59b22,26,1486721,693121,546566,34,9803,2
d9f195d0-1482-4f53-8201-0c62f5f59b22,27,3531545,231200,546786,25,4880,9
d9f195d0-1482-4f53-8201-0c62f5f59b22,28,772165,229020,350309,38,8390,7
d9f195d0-1482-4f53-8201-0c62f5f59b22,29,2021631,425222,701170,29,7166,10
d9f195d0-1482-4f53-8201-0c62f5f59b22,30,4678290,948429,588340,29,6354,2
d9f195d0-1482-4f53-8201-0c62f5f59b22,31,879202,404406,1624200,23,1517,5
d9f195d0-1482-4f53-8201-0c62f5f59b22,32,563340,980460,1105573,38,1218,1
d9f195d0-1482-4f53-8201-0c62f5f59b22,33,2581459,916083,573877,32,8146,6
d9f195d0-1482-4f53-8201-0c62f5f59b22,34,1905543,502887,528729,38,1880,1
d9f195d0-1482-4f53-8201-0c62f5f59b22,35,4383646,762640,720704,49,3090,9
d9f195d0-1482-4f53-8201-0c62f5f59b22,36,1763758,634524,664635,46,4188,6
655238a6-43ff-4011-bd1a-85dd506e5a9a,1,4177834,943631,516972,35,764,7
655238a6-43ff-4011-bd1a-85dd506e5a9a,2,2782415,370245,1993745,15,532,3
655238a6-43ff-4011-bd1a-85dd506e5a9a,3,534752,533258,968903,35,4811,7
655238a6-43ff-4011-bd1a-85dd506e5a9a,4,3822604,836314,1711242,21,6896,7
655238a6-43ff-4011-bd1a-85dd506e5a9a,5,1969757,557367,991000,35,8423,4
655238a6-43ff-4011-bd1a-85dd506e5a9a,6,4973625,272208,1217843,11,3047,5
655238a6-43ff-4011-bd1a-85dd506e5a9a,7,3089647,264569,636347,22,3795,9
655238a6-43ff-4011-bd1a-85dd506e5a9a,8,1719330,585046,700712,13,5192,6
655238a6-43ff-4011-bd1a-85dd506e5a9a,9,1434372,967726,1595615,27,3504,3
655238a6-43ff-4011-bd1a-85dd506e5a9a,10,1350422,730830,1048037,38,1395,2
655238a6-43ff-4011-bd1a-85dd506e5a9a,11,2034227,788150,1123102,40,8148,7
655238a6-43ff-4011-bd1a-85dd506e5a9a,12,3130482,274840,716292,13,8747,3
655238a6-43ff-4011-bd1a-85dd506e5a9a,13,1418715,839330,959202,43,3275,10
655238a6-43ff-4011-bd1a-85dd506e5a9a,14,851819,769459,442631,48,4111,6
655238a6-43ff-4011-bd1a-85dd506e5a9a,15,3779793,774098,1596921,15,1418,6
655238a6-43ff-4011-bd1a-85dd506e5a9a,16,2556888,214230,1123098,32,9103,9
655238a6-43ff-4011-bd1a-85dd506e5a9a,17,551847,892372,1542125,18,3395,8
655238a6-43ff-4011-bd1a-85dd506e5a9a,18,1927607,409692,213238,20,2947,2
655238a6-43ff-4011-bd1a-85dd506e5a9a,19,2738964,843617,1000356,43,9930,5
655238a6-43ff-4011-bd1a-85dd506e5a9a,20,4652113,397650,1470184,42,6676,8
655238a6-43ff-4011-bd1a-85dd506e5a9a,21,2124871,468822,530367,18,1070,4
655238a6-43ff-4011-bd1a-85dd506e5a9a,22,618741,618488,747575,38,4355,3
655238a6-43ff-4011-bd1a-85dd506e5a9a,23,4131890,153131,373721,23,3717,2
655238a6-43ff-4011-bd1a-85dd506e5a9a,24,4828761,585298,954252,48,8283,9
655238a6-43ff-4011-bd1a-85dd506e5a9a,25,3465565,971636,1775441,28,1842,4
655238a6-43ff-4011-bd1a-85dd506e5a9a,26,4449616,421566,1310456,46,7585,6
655238a6-43ff-4011-bd1a-85dd506e5a9a,27,3343763,527696,692647,14,4813,10
655238a6-43ff-4011-bd1a-85dd506e5a9a,28,773401,133502,1619526,13,7807,4
655238a6-43ff-4011-bd1a-85dd506e5a9a,29,3356784,551032,1788956,20,6375,3
655238a6-43ff-4011-bd1a-85dd506e5a9a,30,1805545,685851,1899953,28,6845,2
655238a6-43ff-4011-bd1a-85dd506e5a9a,31,3027700,402663,1962261,31,1982,1
655238a6-43ff-4011-bd1a-85dd506e5a9a,32,965235,547741,1530395,26,8886,2
655238a6-43ff-4011-bd1a-85dd506e5a9a,33,3157755,240519,958003,11,989,6
655238a6-43ff-4011-bd1a-85dd506e5a9a,34,2338513,221482,952225,23,6623,3
655238a6-43ff-4011-bd1a-85dd506e5a9a,35,2202615,636080,1479421,16,4510,6
655238a6-43ff-4011-bd1a-85dd506e5a9a,36,1190956,744384,1032948,43,3022,1
8b10550c-d570-4f32-b02c-dd20286218b8,1,2907729,430196,358536,11,1535,3
8b10550c-d570-4f32-b02c-dd20286218b8,2,3444306,584348,1003471,10,3425,10
8b10550c-d570-4f32-b02c-dd20286218b8,3,2587783,569261,975106,16,8020,7
8b10550c-d570-4f32-b02c-dd20286218b8,4,4123515,595071,1846003,44,9037,4
8b10550c-d570-4f32-b02c-dd20286218b8,5,1986581,358439,1970125,35,5216,2
8b10550c-d570-4f32-b02c-dd20286218b8,6,3124823,702190,1905027,10,5600,6
8b10550c-d570-4f32-b02c-dd20286218b8,7,1104806,628028,854632,45,3073,10
8b10550c-d570-4f32-b02c-dd20286218b8,8,523420,163866,1786019,14,591,5
8b10550c-d570-4f32-b02c-dd20286218b8,9,2294247,572967,518989,20,6773,1
8b10550c-d570-4f32-b02c-dd20286218b8,10,4321358,378333,432058,43,6626,1
8b10550c-d570-4f32-b02c-dd20286218b8,11,1467849,933400,1371865,10,4673,7
8b10550c-d570-4f32-b02c-dd20286218b8,12,2385459,253907,754660,17,6275,1
8b10550c-d570-4f32-b02c-dd20286218b8,13,1694139,388307,225237,22,7896,6
8b10550c-d570-4f32-b02c-dd20286218b8,14,3853626,774864,1361952,38,7843,7
8b10550c-d570-4f32-b02c-dd20286218b8,15,3420337,365010,1326066,22,7763,7
8b10550c-d570-4f32-b02c-dd20286218b8,16,4758652,463335,786298,29,6572,4
8b10550c-d570-4f32-b02c-dd20286218b8,17,3607358,261202,833206,35,6595,7
8b10550c-d570-4f32-b02c-dd20286218b8,18,2621391,246499,353597,31,9409,8
8b10550c-d570-4f32-b02c-dd20286218b8,19,2878254,664513,1050846,25,7113,7
8b10550c-d570-4f32-b02c-dd20286218b8,20,931308,858327,273359,25,7149,5
8b10550c-d570-4f32-b02c-dd20286218b8,21,3181234,407132,1742381,28,4069,7
8b10550c-d570-4f32-b02c-dd20286218b8,22,3358288,363226,1597122,35,7316,5
8b10550c-d570-4f32-b02c-dd20286218b8,23,3513143,643486,1584964,35,7749,5
8b10550c-d570-4f32-b02c-dd20286218b8,24,3006708,729485,617327,26,8600,10
8b10550c-d570-4f32-b02c-dd20286218b8,25,1259196,588812,488975,21,2744,10
8b10550c-d570-4f32-b02c-dd20286218b8,26,4908431,387500,1112036,20,6265,7
8b10550c-d570-4f32-b02c-dd20286218b8,27,3883745,444907,1971621,49,5993,3
8b10550c-d570-4f32-b02c-dd20286218b8,28,700504,633475,1978344,47,1093,5
8b10550c-d570-4f32-b02c-dd20286218b8,29,2753320,971308,1686378,29,4745,5
8b10550c-d570-4f32-b02c-dd20286218b8,30,4674667,117887,612272,12,1103,5
8b10550c-d570-4f32-b02c-dd20286218b8,31,2107672,691991,1929917,39,3734,7
8b10550c-d570-4f32-b02c-dd20286218b8,32,1366277,362714,1048894,42,5175,3
8b10550c-d570-4f32-b02c-dd20286218b8,33,3688681,457880,684874,50,9480,8
8b10550c-d570-4f32-b02c-dd20286218b8,34,1272369,483445,888709,37,3896,4
8b10550c-d570-4f32-b02c-dd20286218b8,35,2079483,458561,757586,43,6469,4
8b10550c-d570-4f32-b02c-dd20286218b8,36,1325941,525473,1212766,23,9137,7
7d106c60-8162-4cf1-8394-72e6da587e8a,1,3912762,683283,633706,32,1089,2
7d106c60-8162-4cf1-8394-72e6da587e8a,2,4014100,498094,1991272,16,7855,5
7d106c60-8162-4cf1-8394-72e6da587e8a,3,1833167,504102,597674,15,2733,9
7d106c60-8162-4cf1-8394-72e6da587e8a,4,4548098,961511,1220423,39,4201,7
7d106c60-8162-4cf1-8394-72e6da587e8a,5,572081,192302,1348942,20,2647,9
7d106c60-8162-4cf1-8394-72e6da587e8a,6,766264,385472,527579,46,9971,9
7d106c60-8162-4cf1-8394-72e6da587e8a,7,2261248,612110,407665,31,5187,5
7d106c60-8162-4cf1-8394-72e6da587e8a,8,4057234,470103,1240176,30,4228,6
7d106c60-8162-4cf1-8394-72e6da587e8a,9,4349689,514431,1471564,49,7283,5
7d106c60-8162-4cf1-8394-72e6da587e8a,10,3568820,285209,417075,20,8492,7
7d106c60-8162-4cf1-8394-72e6da587e8a,11,1117332,232917,1614640,13,3514,7
7d106c60-8162-4cf1-8394-72e6da587e8a,12,2187284,757321,1881149,18,8789,1
7d106c60-8162-4cf1-8394-72e6da587e8a,13,4121667,140453,1980173,27,5165,10
7d106c60-8162-4cf1-8394-72e6da587e8a,14,2080103,674973,860229,24,7278,9
7d106c60-8162-4cf1-8394-72e6da587e8a,15,3724788,180808,1790688,41,7505,2
7d106c60-8162-4cf1-8394-72e6da587e8a,16,1508222,728959,1345674,42,7446,10
7d106c60-8162-4cf1-8394-72e6da587e8a,17,4029586,783550,1410806,18,2757,2
7d106c60-8162-4cf1-8394-72e6da587e8a,18,3923641,342978,1727962,34,5578,9
7d106c60-8162-4cf1-8394-72e6da587e8a,19,2976997,566013,476541,36,2711,6
7d106c60-8162-4cf1-8394-72e6da587e8a,20,1703525,211645,1191951,13,7575,2
7d106c60-8162-4cf1-8394-72e6da587e8a,21,2700752,976087,832532,39,5455,4
7d106c60-8162-4cf1-8394-72e6da587e8a,22,4356285,943884,1870748,21,7751,6
7d106c60-8162-4cf1-8394-72e6da587e8a,23,1729578,242146,337162,45,9026,6
7d106c60-8162-4cf1-8394-72e6da587e8a,24,1325430,750460,453145,48,909,5
7d106c60-8162-4cf1-8394-72e6da587e8a,25,557170,140720,915998,18,6319,1
7d106c60-8162-4cf1-8394-72e6da587e8a,26,670232,861781,1848095,10,2246,8
7d106c60-8162-4cf1-8394-72e6da587e8a,27,4673566,999572,1224903,35,2993,3
7d106c60-8162-4cf1-8394-72e6da587e8a,28,4829252,701494,1217217,41,4075,5
7d106c60-8162-4cf1-8394-72e6da587e8a,29,2802621,897931,1133894,44,4329,9
7d106c60-8162-4cf1-8394-72e6da587e8a,30,705750,701213,361886,43,3366,8
7d106c60-8162-4cf1-8394-72e6da587e8a,31,3699993,616946,1279951,43,2120,6
7d106c60-8162-4cf1-8394-72e6da587e8a,32,3204990,457714,1478178,37,2846,6
7d106c60-8162-4cf1-8394-72e6da587e8a,33,1317452,181094,883727,12,5200,8
7d106c60-8162-4cf1-8394-72e6da587e8a,34,4228171,703069,631951,45,2212,5
7d106c60-8162-4cf1-8394-72e6da587e8a,35,3132838,939743,1773492,20,9213,3
7d106c60-8162-4cf1-8394-72e6da587e8a,36,654057,395554,1114206,22,774,3
6e068097-25e9-4977-8d72-48e2951f58d0,1,740355,459219,663205,34,7944,6
6e068097-25e9-4977-8d72-48e2951f58d0,2,4108684,683262,484362,38,4002,3
6e068097-25e9-4977-8d72-48e2951f58d0,3,1533464,151742,1387482,46,5033,7
6e068097-25e9-4977-8d72-48e2951f58d0,4,4358970,565423,1644521,42,594,3
6e068097-25e9-4977-8d72-48e2951f58d0,5,4046925,511204,1334551,27,1829,6
6e068097-25e9-4977-8d72-48e2951f58d0,6,4429568,189519,1186432,17,3456,1
6e068097-25e9-4977-8d72-48e2951f58d0,7,3289548,268467,1988566,47,9486,3
6e068097-25e9-4977-8d72-48e2951f58d0,8,719772,819616,308948,45,2382,4
6e068097-25e9-4977-8d72-48e2951f58d0,9,2107065,547968,646553,38,7577,1
6e068097-25e9-4977-8d72-48e2951f58d0,10,1294949,323810,1883982,17,1279,2
6e068097-25e9-4977-8d72-48e2951f58d0,11,976433,493721,1581733,36,9010,1
6e068097-25e9-4977-8d72-48e2951f58d0,12,2203816,918753,824186,44,8368,2
6e068097-25e9-4977-8d72-48e2951f58d0,13,3769773,431491,564231,36,9149,8
6e068097-25e9-4977-8d72-48e2951f58d0,14,2322825,682027,714775,45,728,3
6e068097-25e9-4977-8d72-48e2951f58d0,15,1151346,405322,960706,27,2987,7
6e068097-25e9-4977-8d72-48e2951f58d0,16,3792989,856811,1732175,21,4976,5
6e068097-25e9-4977-8d72-48e2951f58d0,17,833313,918365,1559493,43,6356,1
6e068097-25e9-4977-8d72-48e2951f58d0,18,4811416,950623,1543199,16,5965,4
6e068097-25e9-4977-8d72-48e2951f58d0,19,535626,915633,1527890,17,2428,3
6e068097-25e9-4977-8d72-48e2951f58d0,20,2533443,397908,1478643,47,5211,5
6e068097-25e9-4977-8d72-48e2951f58d0,21,4198568,455134,978675,24,1789,5
6e068097-25e9-4977-8d72-48e2951f58d0,22,3163677,419735,889222,10,1289,9
6e068097-25e9-4977-8d72-48e2951f58d0,23,3208731,329869,1916717,39,8082,5
6e068097-25e9-4977-8d72-48e2951f58d0,24,2953362,214230,869014,39,1193,6
6e068097-25e9-4977-8d72-48e2951f58d0,25,2234996,771974,257952,10,6311,6
6e068097-25e9-4977-8d72-48e2951f58d0,26,3497408,443135,769687,33,2593,5
6e068097-25e9-4977-8d72-48e2951f58d0,27,1799640,937781,553766,17,5854,6
6e068097-25e9-4977-8d72-48e2951f58d0,28,1099782,522129,1775803,42,2963,8
6e068097-25e9-4977-8d72-48e2951f58d0,29,3069796,774145,351249,21,5661,6
6e068097-25e9-4977-8d72-48e2951f58d0,30,3867105,367168,1963405,40,1206,2
6e068097-25e9-4977-8d72-48e2951f58d0,31,3658393,459993,1124922,18,7677,4
6e068097-25e9-4977-8d72-48e2951f58d0,32,943192,900665,1089119,27,6399,1
6e068097-25e9-4977-8d72-48e2951f58d0,33,3142581,379147,1890695,37,6759,6
6e068097-25e9-4977-8d72-48e2951f58d0,34,1809603,801317,1856963,37,9661,9
6e068097-25e9-4977-8d72-48e2951f58d0,35,4648470,743321,246696,21,6749,1
6e068097-25e9-4977-8d72-48e2951f58d0,36,4486706,655230,1099078,49,7877,4
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,1,2316817,843587,1156477,37,8013,4
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,2,3167418,438130,1600557,24,1921,7
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,3,2890125,791612,712955,19,7344,4
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,4,1907956,484347,386045,43,1158,7
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,5,606567,342391,1936777,40,7048,9
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,6,674582,378832,1889799,23,1882,6
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,7,1931923,539054,287399,29,2741,7
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,8,1992208,988979,657420,48,5581,9
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,9,2568458,725630,1264563,44,6823,2
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,10,4072599,865314,819258,42,1723,3
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,11,4523206,663361,352228,10,8090,5
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,12,3053325,161292,1518928,13,9804,5
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,13,619335,976334,1992268,27,779,7
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,14,4038299,215518,1789019,18,3714,5
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,15,4515966,219443,1442527,20,2893,8
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,16,1529694,875358,1247901,46,1932,10
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,17,3435696,737121,1994900,25,9913,9
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,18,1554256,470959,1340168,37,6219,9
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,19,2771060,532972,1777582,23,6807,6
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,20,3182785,252733,954043,38,1769,6
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,21,1978426,759166,1335554,27,983,7
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,22,1862792,250336,1644604,35,4335,2
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,23,4419591,346827,1013203,43,8061,6
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,24,764178,834996,1141672,49,4118,7
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,25,2511850,372889,1117403,32,4774,9
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,26,537471,565864,1654016,20,9950,4
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,27,2879545,219254,1382551,23,6196,9
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,28,3076982,224937,1507174,37,541,7
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,29,2061181,880397,449734,31,9743,1
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,30,4969866,413636,1011628,47,7922,6
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,31,653024,996994,1057550,17,2385,5
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,32,3741045,344589,1480180,29,7650,5
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,33,1916000,427274,1768586,41,8447,8
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,34,3777540,687455,526117,13,5737,6
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,35,4163402,623396,297717,50,9627,9
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,36,3322124,447006,1342458,10,2106,5
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,1,1748276,184879,1028204,27,3347,7
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,2,2732664,554644,1796454,39,4390,4
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,3,2052905,875689,265146,16,1333,10
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,4,4561362,110980,1500406,41,2329,5
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,5,1121645,300373,1542056,40,645,10
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,6,4074205,409826,1232515,25,7055,3
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,7,4995609,304632,1237233,21,2388,2
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,8,2840249,400463,648171,29,985,7
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,9,3069718,833471,1566980,29,7485,6
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,10,3748317,954624,1028837,20,8678,4
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,11,3855122,773311,866035,34,2734,2
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,12,4535495,557898,884087,39,1846,8
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,13,705642,998471,1112252,39,5763,10
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,14,4703921,924822,1372731,13,1932,2
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,15,557172,620130,874492,18,3576,3
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,16,4528184,785434,1478703,26,5091,1
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,17,1249659,576873,1073428,18,8376,1
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,18,1247341,218081,364984,11,8966,7
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,19,3141139,188315,224133,23,2436,2
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,20,4121068,398763,1452655,26,3143,8
